band,date,hour_utc,tx_sign,tx_grid,tx_lat,tx_lon,rx_sign,rx_grid,rx_lat,rx_lon,distance_km,n_spots,avg_snr,worked,score
7,2026-07-21,18,G4GCI,IO90,50.854,-1.458,DK3SS,JN49,49.021,9.375,801.0,1,-17.0,True,52.67244517768644
7,2026-07-21,18,PE1MTV,JO32,52.146,6.208,PA1JMS,JO21,51.979,4.208,138.0,1,-32.0,True,30.043904320355164
7,2026-07-21,18,G6CKK,JO01,51.396,0.458,YL3LJ,KO26,56.729,25.458,1724.0,2,-20.5,True,63.969429375272746
7,2026-07-21,18,PA7ED,JO22,52.104,4.292,HB9VQQ/RL,JN47,47.312,8.875,626.0,4,-13.75,True,48.32552452293837
7,2026-07-21,18,CE3AFC,FF46,-33.688,-70.958,LU8MIL,FF57,-32.521,-69.042,221.0,4,-6.75,True,20.85072209166472
7,2026-07-21,18,K0ED,CM97,37.688,-121.875,KPH2,CM88,38.104,-122.958,106.0,6,-9.666666666666666,True,15.372611021966431
7,2026-07-21,18,DL0PBS,JO33,53.479,6.958,HB9AK,JN36,46.896,7.292,732.0,1,-11.0,True,52.21216941500926
7,2026-07-21,18,PE1MTV,JO32,52.146,6.208,PA5KT-15,JO11,51.479,3.875,177.0,2,-25.5,True,31.188800900518576
7,2026-07-21,18,DK9ES,JO31,51.479,6.958,GM1OXB,IO87,57.646,-3.042,939.0,1,-22.0,True,54.36264702064189
7,2026-07-21,18,DK9ES,JO31,51.479,6.958,SK7OL,JO66,56.396,12.958,673.0,3,-18.0,True,50.2312568726396
7,2026-07-21,18,PA1JCK,JO21,51.479,4.958,G4WNC-3,IO90,50.854,-1.792,476.0,5,-18.2,True,39.4360921729408
7,2026-07-21,18,G8ORM,IO93,53.854,-1.792,G4AHG,IO81,51.438,-2.792,277.0,1,-9.0,True,30.267387526995332
7,2026-07-21,18,GM0PXV,IO85,55.938,-3.292,PA0LSB/AI,JO21,51.688,4.958,718.0,3,-4.0,True,46.971673141899664
7,2026-07-21,18,VE3IDZ,FN04,44.479,-79.042,K1VL,FN33,43.521,-72.792,511.0,1,-8.0,True,28.668145572109022
7,2026-07-21,18,2E0DSS,IO82,52.479,-2.042,DK6UG,JN49,49.521,8.208,788.0,2,-13.0,True,51.365539844208264
7,2026-07-21,18,IW1QLH,JN43,43.896,8.042,DARCT13,JN47,47.562,9.875,432.0,1,-20.0,True,44.823897510641174
7,2026-07-21,18,IW1QLH,JN43,43.896,8.042,EA8/DF4UE,IL38,28.646,-13.875,2581.0,1,-28.0,True,32.346273151751035
7,2026-07-21,18,VE6KP,DO32,52.771,-113.125,KD7EFG,DN31,41.604,-112.292,1243.0,3,-16.333333333333332,True,49.256530694235735
7,2026-07-21,18,WW0WWV,DN70,40.688,-104.958,W0WWV,DN70,40.688,-104.958,0.0,30,11.266666666666667,True,12.520672037017654
7,2026-07-21,18,G1FQD,IO82,52.188,-2.208,HB9VQQ/KE,JN47,47.312,8.875,962.0,1,-2.0,True,57.231562504356745
7,2026-07-21,18,DP0POL,JQ29,79.479,4.958,G8AOE,IO94,54.521,-1.292,2785.0,2,-14.5,True,21.293819161556414
7,2026-07-21,18,M0HFH,IO81,51.604,-2.542,G0KTN,IO81,51.354,-2.375,30.0,6,-14.166666666666666,True,23.204921029919397
7,2026-07-21,18,EA6URP,JM19,39.562,2.708,HB9AK,JN36,46.896,7.292,896.0,3,-14.333333333333334,True,59.00838723253054
7,2026-07-21,18,KI7N,CN85,45.521,-122.958,W6EXT,CM87,37.354,-122.125,911.0,1,-21.0,True,42.338950511547004
7,2026-07-21,18,DK8KV,JO30,50.854,7.375,SWL-TALO,JN35,45.104,7.542,639.0,2,-5.5,True,50.11701203398084
7,2026-07-21,18,9A3ZI,JN86,46.396,16.458,OK2IP,JN89,49.229,16.375,315.0,10,2.1,True,45.15808204202539
7,2026-07-21,18,KD3ANN,FM29,39.646,-75.875,N2YCH,FN31,41.271,-73.208,289.0,1,-3.0,True,20.941268486574653
7,2026-07-21,18,ON4WS,JO20,50.354,4.625,M0WHU,JO01,51.562,0.708,305.0,3,-25.0,True,34.17641576789015
7,2026-07-21,18,DK3TG,JN58,48.479,10.958,DE0QPG,JO30,50.438,6.458,391.0,4,-13.0,True,41.42382084356216
7,2026-07-21,18,PD1RE,JO22,52.479,4.958,G6UZT,IO82,52.062,-2.208,490.0,2,-6.5,True,39.50709104798674
7,2026-07-21,18,KI7NZT,CN85,45.479,-123.042,KB7GF,DN06,46.021,-118.375,367.0,1,-20.0,True,23.629547282631037
7,2026-07-21,18,DK2DB,JN48,48.938,8.458,VK3DXE,QF21,-38.104,145.125,16376.0,5,-24.6,True,49.908601766707456
7,2026-07-21,18,VK8JN,PH57,-12.354,130.875,ZL2J,RE79,-40.938,175.542,5373.0,2,-19.5,True,46.88893375289514
7,2026-07-21,18,PA1JCK,JO21,51.479,4.958,DL4RU,JN69,49.729,12.208,547.0,4,-19.5,True,46.37352919729192
7,2026-07-21,18,GX2PLX,JO02,52.479,0.958,LX2JV,JN29,49.812,5.792,449.0,4,-1.25,True,39.48091451236678
7,2026-07-21,18,PE1HUD,JO32,52.146,6.208,PE1KHX,JO11,51.479,3.542,198.0,1,-25.0,True,31.729423907269627
7,2026-07-21,18,G6CKK,JO01,51.396,0.458,DARCT13,JN47,47.562,9.875,802.0,2,-12.5,True,53.620129054818946
7,2026-07-21,18,PA7ED,JO22,52.104,4.292,SA4BNA,JO69,59.604,12.542,979.0,2,-9.0,True,58.281935329812804
7,2026-07-21,18,HB9ZIC,JN47,47.521,8.458,DK3SS,JN49,49.021,9.375,180.0,2,-24.5,True,35.23491561560653
7,2026-07-21,18,F4HHR,JN07,47.479,0.958,EI4HQ,IO51,51.854,-8.292,824.0,6,-15.166666666666666,True,49.30318500914821
7,2026-07-21,18,GM0PXV,IO85,55.938,-3.292,OE9TAV,JN47,47.438,9.625,1294.0,2,-17.5,True,62.44704645197822
7,2026-07-21,18,SO2O,JO94,54.479,18.958,VK6PVL,OF88,-31.896,116.125,13282.0,5,-18.8,True,49.779809390983296
7,2026-07-21,18,AF5CX,DM64,34.479,-107.042,K2DAK,DM33,33.688,-112.208,484.0,3,-25.33333333333333,True,27.62786276271989
7,2026-07-21,18,DB2OM,JO52,52.021,10.125,OE3GBB/P,JN87,47.688,16.042,642.0,5,-11.0,True,53.16453222672477
7,2026-07-21,18,G4HSB,IO94,54.479,-1.042,OE6ADD,JN77,47.021,15.292,1412.0,6,-8.333333333333334,True,65.52542600346125
7,2026-07-21,18,DL8FBN,JO51,51.188,10.042,HB9VQQ/RS,JN47,47.312,8.875,439.0,1,-14.0,True,43.71113880645382
7,2026-07-21,18,EB1A,IN53,43.229,-8.375,DARCT13,JN47,47.562,9.875,1500.0,9,-11.0,True,63.0677705140908
7,2026-07-21,18,M9OKH,IO92,52.896,-1.292,M9PSY-1,IO86,56.021,-3.375,373.0,6,-21.0,True,33.09890168708827
7,2026-07-21,18,M0GUC,IO82,52.479,-2.125,PD0OHW,JO33,53.104,6.958,614.0,3,-14.0,True,44.36753905513414
7,2026-07-21,18,2E0FDM,IO81,51.479,-3.042,PA0LSB,JO21,51.688,4.958,553.5,2,-10.5,True,41.76867335378141
7,2026-07-21,18,OE7XZB,JN57,47.271,11.375,G4FKI,IO92,52.021,-0.458,1001.0,1,-18.0,True,59.597394728776365
7,2026-07-21,18,G8KOE,IO81,51.188,-3.042,HB9VQQ/RS,JN47,47.312,8.875,965.0,1,-22.0,True,57.232106757856506
7,2026-07-21,18,M0GUC,IO82,52.479,-2.125,GB0PSC,IO92,52.021,-0.125,145.0,2,-25.0,True,26.827860361998958
7,2026-07-21,18,W2RCL,FM19,39.479,-77.042,KK1D,FN31,41.354,-72.208,459.0,1,-20.0,True,26.787544263624852
7,2026-07-21,18,DK3TG,JN58,48.479,10.958,IW3HBX,JN65,45.562,12.042,335.0,6,-7.0,True,42.687952410038875
7,2026-07-21,18,WB8ZLK,EN81,41.646,-83.958,K9IMM,EN52,42.896,-89.792,500.0,4,-19.5,True,28.225322227306766
7,2026-07-21,18,PE1HUD,JO32,52.146,6.208,DL4RU,JN69,49.729,12.208,499.0,8,-20.625,True,44.892407449191026
7,2026-07-21,18,WW0WWV,DN70,40.688,-104.958,KFS/SE,CM87,37.396,-122.375,1545.0,29,-16.896551724137932,True,49.32815756010729
7,2026-07-21,18,GM4ISM,IO85,55.479,-3.042,G0KTN,IO81,51.354,-2.375,461.0,3,-3.333333333333333,True,36.231711135806464
7,2026-07-21,18,DK3TG,JN58,48.479,10.958,SA0GUS,JO89,59.396,17.875,1294.0,2,-25.5,True,68.09975531058564
7,2026-07-21,18,EA1LC,IN53,43.354,-8.458,OE3GBB/P,JN87,47.688,16.042,1960.0,2,-23.0,True,55.465340309517195
7,2026-07-21,18,PA0ANH,JO22,52.312,4.958,F62000,JO10,50.271,2.792,272.0,1,-10.0,True,33.671539158291594
7,2026-07-21,18,DG1GMY,JN48,48.771,8.208,HB9VQQ/RS,JN47,47.312,8.875,170.0,1,-10.0,True,34.78289989391028
7,2026-07-21,18,PA3EDR,JO32,52.229,6.208,HB9RYZ,JN47,47.021,8.542,603.0,2,-18.0,True,48.04522993740791
7,2026-07-21,18,ON2RON,JO21,51.104,4.375,WESSEX,IO80,50.729,-2.625,492.0,1,-12.0,True,39.69716319902714
7,2026-07-21,18,G6PSZ,IO82,52.479,-3.042,PA3FUJ,JO33,53.354,6.375,638.0,1,-30.0,True,44.803664729077475
7,2026-07-21,18,KH2R,FN21,41.479,-75.042,W2NAF-2,FN21,41.354,-75.625,51.0,3,-21.0,True,13.862837667680585
7,2026-07-21,18,DG1GHR,JN48,48.604,8.042,PA0SLT/J,JO21,51.604,4.792,406.0,3,-8.333333333333334,True,40.1785769406039
7,2026-07-21,18,PA1JCK,JO21,51.479,4.958,M0XDC,JO01,51.688,0.292,323.0,1,-20.0,True,34.55568961465555
7,2026-07-21,18,M0NIF,IO90,50.979,-1.375,G4ZFQ,IO90,50.729,-1.292,28.0,4,-6.75,True,23.851586219256497
7,2026-07-21,18,PC4T,JO22,52.604,4.708,PA3FUJ,JO33,53.354,6.375,139.0,2,-27.5,True,29.927946753243717
7,2026-07-21,18,PH5V,JO22,52.104,4.292,OZ1BFM,JO66,56.062,12.125,674.0,1,-20.0,True,49.20612978602321
7,2026-07-21,18,HB9ZIC,JN47,47.521,8.458,HB9VQQ/KE,JN47,47.312,8.875,39.0,2,-22.0,True,31.50777100207141
7,2026-07-21,18,R2ASY,KO85,55.979,36.625,PA0SLT/6,JO33,53.271,6.875,1923.0,1,-15.0,True,63.68331452590393
7,2026-07-21,18,OK1BF,JO70,50.062,15.708,GM4DTH,IO85,55.938,-3.208,1418.0,5,-20.8,True,64.10303726877548
7,2026-07-21,18,W2RWM,FN30,40.479,-73.042,NB3A,FM18,38.729,-77.792,451.0,5,-18.4,True,26.494507242157695
7,2026-07-21,18,M0OLS,IO81,51.479,-3.042,GB0PSC,IO92,52.021,-0.125,210.0,1,-26.0,True,28.67359359231512
7,2026-07-21,18,KB3EDF,FM18,38.312,-76.542,K3GMQ,FN20,40.312,-75.042,257.0,1,-20.0,True,19.889875170284782
7,2026-07-21,18,EA6URP,JM19,39.562,2.708,M9PSY,IO86,56.021,-3.375,1884.0,7,-20.0,True,54.3787056839998
7,2026-07-21,18,DK9ES,JO31,51.479,6.958,DJ7KL,JN48,48.854,8.458,311.0,2,-3.0,True,37.725993282800225
7,2026-07-21,18,PE1MTV,JO32,52.146,6.208,DD5XX,JN48,48.771,9.292,434.0,2,-21.5,True,41.85868657018914
7,2026-07-21,18,2E0FDM,IO81,51.479,-3.042,IW3HBX,JN65,45.562,12.042,1287.0,1,-15.0,True,64.3042786187987
7,2026-07-21,18,G4TJE,JO01,51.312,0.125,PA5KT-15,JO11,51.479,3.875,261.0,5,-4.2,True,32.23145392218244
7,2026-07-21,18,9A3ZI,JN86,46.396,16.458,OE6ADD,JN77,47.021,15.292,113.0,9,-2.888888888888889,True,39.193718042970936
7,2026-07-21,18,OE7XZB,JN57,47.271,11.375,ZL2J,RE79,-40.938,175.542,18572.0,2,-24.5,True,49.92136045776917
7,2026-07-21,18,9A3ZI,JN86,46.396,16.458,EA1IOW,IN83,43.396,-3.458,1599.0,6,-18.166666666666668,True,66.25849191969242
7,2026-07-21,18,PA1WBU,JO21,51.479,4.958,PA0LSB/AI,JO21,51.688,4.958,23.0,2,-15.0,True,26.94385897789335
7,2026-07-21,18,DL8FBN,JO51,51.188,10.042,OE3GBB/Q,JN87,47.688,16.042,582.0,1,-20.0,True,51.209407201574976
7,2026-07-21,18,WW0WWV,DN70,40.688,-104.958,AC0G/ND,EN16,46.896,-96.792,951.0,2,-27.5,True,43.408953768153665
7,2026-07-21,18,SO2O,JO94,54.479,18.958,DL/SV7FSF,JO62,52.521,13.375,429.0,1,-22.0,True,45.45087955482579
7,2026-07-21,18,DK2DB,JN48,48.938,8.458,OE2WNL,JN67,47.438,12.875,367.0,5,-7.6,True,42.562806070545065
7,2026-07-21,18,F4HHR,JN07,47.479,0.958,SWL/HU1UB,JO21,51.562,4.792,532.0,6,-24.0,True,42.70634535301273
7,2026-07-21,18,EB1A,IN53,43.229,-8.375,DL4HAO,JO53,53.771,10.042,1784.0,1,-23.0,True,57.54251379593642
7,2026-07-21,18,EA6URP,JM19,39.562,2.708,SM7IUN,JO65,55.729,13.042,1952.0,1,-21.0,True,57.67669088330316
7,2026-07-21,18,DG1GHR,JN48,48.604,8.042,OE6PWD,JN77,47.062,15.458,579.0,3,-12.333333333333334,True,51.06296698660664
7,2026-07-21,18,F6FUZ,JN05,45.146,0.708,PA0SLT/J,JO21,51.604,4.792,779.0,3,-18.666666666666668,True,51.74657119666261
7,2026-07-21,18,DF1VB,JO31,51.479,6.958,ONL12087,JO11,51.229,2.958,279.0,2,-23.0,True,34.505535689669166
7,2026-07-21,18,W0BX,DM58,38.479,-109.042,KD6MXY,DN42,42.479,-111.042,476.0,6,-17.166666666666668,True,27.366764291656597
7,2026-07-21,18,KD2UBX,FN23,43.104,-74.625,W3PIE,FM09,39.854,-79.625,551.0,1,-21.0,True,30.086634515168104
7,2026-07-21,18,DK7MI,JN67,47.771,12.292,DL0PF,JN68,48.562,13.458,123.0,6,-7.166666666666667,True,36.42159398630681
7,2026-07-21,18,SM7XGC,JO65,55.646,13.458,HB9RYZ,JN47,47.021,8.542,1017.0,3,1.6666666666666667,True,62.78823979320338
7,2026-07-21,18,G3JKF,JO00,50.771,0.125,DL4XJ,JO42,52.562,9.708,690.0,2,-8.0,True,48.82600252793394
7,2026-07-21,18,G4UJS,IO82,52.896,-2.708,DD5XX,JN48,48.771,9.292,958.0,1,-21.0,True,56.73158738740718
7,2026-07-21,18,HB9AR,JN36,46.188,6.125,SWL-TALO,JN35,45.104,7.542,163.0,1,-23.0,True,34.45749537575219
7,2026-07-21,18,ZS1WRC,JF95,-34.521,18.958,FR5DN,LG78,-21.229,55.375,3846.0,3,-14.666666666666666,True,50.263211441044675
7,2026-07-21,18,GM0PXV,IO85,55.938,-3.292,PA0SLT/6,JO33,53.271,6.875,718.0,3,-2.333333333333333,True,47.22194666342273
7,2026-07-21,18,G8ORM,IO93,53.854,-1.792,G4WNC-3,IO90,50.854,-1.792,334.0,2,-7.0,True,32.45548807886202
7,2026-07-21,18,OZ8WSP,JO57,57.479,10.958,G4ZFQ,IO90,50.729,-1.292,1093.0,2,-17.0,True,59.71467170193054
7,2026-07-21,18,G0HTO,IO81,51.479,-3.042,PH5HP,JO23,53.229,5.875,636.0,5,-22.6,True,44.76269743140116
7,2026-07-21,18,PA1WBU,JO21,51.479,4.958,DJ7KL,JN48,48.854,8.458,384.0,2,-14.0,True,39.57080954793266
7,2026-07-21,18,GM1MSS,IO85,55.479,-3.042,PI4THT,JO32,52.229,6.875,743.0,1,-22.0,True,48.35432664239931
7,2026-07-21,18,GM7FIE,IO85,55.979,-3.292,SM7KHA,JO65,55.896,12.875,1005.0,2,-23.0,True,57.08385899789066
7,2026-07-21,18,DG1GHR,JN48,48.604,8.042,DC1RDB,JN58,48.771,11.542,258.0,1,-17.0,True,38.06922977843904
7,2026-07-21,18,DG1GHR,JN48,48.604,8.042,DL2JA,JN58,48.438,11.792,277.0,3,-11.666666666666666,True,38.85266192189603
7,2026-07-21,18,DL2JA,JN58,48.438,11.792,GW2HFR,IO83,53.062,-3.292,1176.0,4,10.0,True,62.03676179917936
7,2026-07-21,18,KF0SCE,EN42,42.479,-91.042,WA2N,EM85,35.479,-83.042,1040.0,4,-24.75,True,45.657859443010146
7,2026-07-21,18,PA3EDR,JO32,52.229,6.208,M9PSY-2,IO86,56.021,-3.375,752.0,4,-23.0,True,48.34221848410276
7,2026-07-21,18,BV7YA,PL03,23.479,120.958,7L4IOU3,PM95,35.729,139.875,2273.0,1,-24.0,True,74.51896705461506
7,2026-07-21,18,HB9ZIC,JN47,47.521,8.458,OE3GBB/P,JN87,47.688,16.042,569.0,2,-15.0,True,51.188229864784105
7,2026-07-21,18,VK5CIA,PF95,-34.979,138.625,VK8TH,PH57,-12.604,131.125,2600.0,1,-26.0,True,67.3603874848562
7,2026-07-21,18,GM4ISM,IO85,55.479,-3.042,DA1VID,JO31,51.562,7.375,814.0,1,-17.0,True,50.95116308055354
7,2026-07-21,18,PC4T,JO22,52.604,4.708,DG1NDE,JO50,50.312,11.292,522.0,2,-14.5,True,44.72888229175964
7,2026-07-21,18,F6FUZ,JN05,45.146,0.708,VK6PVL,OF88,-31.896,116.125,14363.0,1,-29.0,True,49.749028278741484
7,2026-07-21,18,ZS1WRC,JF95,-34.521,18.958,ZS6FY,KG54,-25.562,30.708,1505.0,2,-12.5,True,98.30361349554121
7,2026-07-21,18,G4HSB,IO94,54.479,-1.042,DL/SV7FSF,JO62,52.521,13.375,976.0,4,-15.25,True,57.89930318436396
7,2026-07-21,18,SV8FET,KM27,37.479,24.958,S57MK,JN75,45.604,15.125,1217.0,1,-16.0,True,79.01553201460956
7,2026-07-21,18,S57MK,JN75,45.604,15.125,DC5AL-R,JO31,51.438,6.958,884.0,2,-21.0,True,60.58520554318236
7,2026-07-21,18,NK6O,CM94,34.479,-121.042,KFS/OMNI,CM87,37.396,-122.375,346.0,2,-17.5,True,22.849817242023835
7,2026-07-21,18,HB9ZIC,JN47,47.521,8.458,OE6ADD,JN77,47.021,15.292,518.0,2,-16.0,True,49.2566194167728
7,2026-07-21,18,DJ7KL,JN48,48.854,8.458,GW2HFR,IO83,53.062,-3.292,945.0,5,13.0,True,55.928632876227844
7,2026-07-21,18,W4EO,FM29,39.479,-75.042,K9TRV,EN82,42.354,-83.875,808.0,2,-24.0,True,39.077160556242205
7,2026-07-21,18,G1FXB,IO91,51.479,-1.042,OE3GBB/Q,JN87,47.688,16.042,1298.0,1,-22.0,True,65.8998844482762
7,2026-07-21,18,K7ZIN,DN36,46.479,-113.042,KD7EFG-1,DN31,41.604,-112.292,545.0,8,-15.875,True,29.879281598870456
7,2026-07-21,18,EA5UV,IM99,39.479,-1.042,G8AOE,IO94,54.521,-1.292,1673.0,2,-26.5,True,59.187091523174495
7,2026-07-21,18,IW1QLH,JN43,43.896,8.042,IK6IOQ,JN72,42.438,14.208,526.0,2,-23.5,True,51.20916260737647
7,2026-07-21,18,PH5V,JO22,52.104,4.292,WESSEX,IO80,50.729,-2.625,503.0,2,-16.5,True,39.92937752291634
7,2026-07-21,18,SA7TOW,JO66,56.479,12.958,VK8TH,PH57,-12.604,131.125,12884.0,1,-20.0,True,49.49642682521429
7,2026-07-21,18,9A3ZI,JN86,46.396,16.458,HB9VQQ/RS,JN47,47.312,8.875,585.0,10,1.6,True,52.48803991563076
7,2026-07-21,18,F6FUZ,JN05,45.146,0.708,G0MQW,IO91,51.479,-0.958,715.0,1,-22.0,True,47.85614614225659
7,2026-07-21,18,VA7XMH,CN88,48.646,-123.375,N7QME,CN86,46.146,-123.125,279.0,1,-17.0,True,20.721380740459956
7,2026-07-21,18,IK5ZAI,JN53,43.854,10.458,GW2HFR,IO83,53.062,-3.292,1436.0,3,-22.0,True,64.14838985887211
7,2026-07-21,18,M0XMP,JO02,52.479,0.958,PA0LSB/AI,JO21,51.688,4.958,287.0,1,-7.0,True,33.38651704893244
7,2026-07-21,18,PD1RE,JO22,52.479,4.958,13HN1525,JO62,52.271,13.625,588.0,5,-10.8,True,47.49751158900748
7,2026-07-21,18,DL6OBU,JO43,53.479,8.958,OH6BG,KP03,63.021,21.375,1281.0,3,-4.0,True,66.09286007134507
7,2026-07-21,18,EA6LA,JM19,39.604,2.708,F5VBD,JN25,45.604,5.958,718.0,6,-7.0,True,52.96146994977134
7,2026-07-21,18,EB1A,IN53,43.229,-8.375,SM4JST/RX1,JO79,59.729,14.875,2415.0,1,-13.0,True,37.052990486046426
7,2026-07-21,18,PA4JAM,JO21,51.729,5.958,DL7AUQ,JO63,53.312,12.875,500.0,2,-23.5,True,44.334586135300334
7,2026-07-21,18,LY3AZ,KO25,55.479,24.958,OE6ADD,JN77,47.021,15.292,1154.0,1,-21.0,True,71.6821264570761
7,2026-07-21,18,PA7ED,JO22,52.104,4.292,OK2IP,JN89,49.229,16.375,908.0,1,-25.0,True,59.7395007801734
7,2026-07-21,18,G3LRS,IO92,52.646,-1.208,DK8JP/1,JO31,51.438,6.542,547.0,2,-16.5,True,42.313882714101304
7,2026-07-21,18,G4VNM,IO90,50.854,-1.208,DL4ZBE,JO40,50.021,8.125,667.0,6,-7.166666666666667,True,47.594086844687055
7,2026-07-21,18,EA5UV,IM99,39.479,-1.042,PA11674SWL,JO21,51.812,4.708,1441.0,1,-24.0,True,63.99010392218318
7,2026-07-21,18,ON5MB,JO10,50.479,2.958,OE2AXL,IO86,56.021,-3.375,746.0,17,-20.764705882352946,True,47.57867580222541
7,2026-07-21,18,VK3CYD,QF31,-38.521,146.958,ZL2J,RE79,-40.938,175.542,2448.0,6,-14.333333333333334,True,68.24730098135568
7,2026-07-21,18,SA7RST,JO78,58.479,14.958,DE0QPG,JO30,50.438,6.458,1048.0,2,-10.0,True,61.841054443796786
7,2026-07-21,18,PD0PF,JO22,52.271,4.542,DK8JP/1,JO31,51.438,6.542,166.0,8,-16.125,True,31.134940358773644
7,2026-07-21,18,DL2HBJ,JO65,55.479,12.958,GB0PSC,IO92,52.021,-0.125,940.0,2,-20.0,True,56.962219143043555
7,2026-07-21,18,G4HSB,IO94,54.479,-1.042,F4VTQ/U,JN28,48.979,5.708,767.0,6,-2.6666666666666665,True,50.01253576793151
7,2026-07-21,18,G4VNM,IO90,50.854,-1.208,PA0LSB/AI,JO21,51.688,4.958,439.0,7,1.2857142857142858,True,38.24788867668555
7,2026-07-21,18,M0OLS,IO81,51.479,-3.042,DJ9BS,JN39,49.729,7.292,754.0,1,-23.0,True,49.80384357694906
7,2026-07-21,18,N6UA,DN71,41.479,-105.042,N7VVX,DN40,40.938,-111.875,575.0,1,-27.0,True,30.93077238334091
7,2026-07-21,18,IZ2FER,JN45,45.396,9.208,S57MK,JN75,45.604,15.125,462.0,1,-22.0,True,48.442731661956714
7,2026-07-21,18,SM6YPE,JO67,57.479,12.958,PA0LSB,JO21,51.688,4.958,824.0,1,-11.0,True,54.52405209824154
7,2026-07-21,18,KB4ZVM,EM84,34.479,-83.042,K3LR,EN91,41.188,-80.458,780.0,6,-24.33333333333333,True,38.128927494264246
7,2026-07-21,18,VA7AEL,CN89,49.479,-123.042,WB6CXC/7,CN88,48.562,-123.125,102.0,3,-26.666666666666668,True,15.371407049325136
7,2026-07-21,18,K2DAK,DM33,33.688,-112.208,K0ED,CM97,37.688,-121.875,979.0,2,-18.0,True,44.165741456811986
7,2026-07-21,18,M0GUC,IO82,52.479,-2.125,DC5AL-R,JO31,51.438,6.958,633.0,2,-17.0,True,45.30200066183893
7,2026-07-21,18,GM7FIE,IO85,55.979,-3.292,13HN1525,JO62,52.271,13.625,1173.0,3,-18.33333333333333,True,61.32097492043589
7,2026-07-21,18,PC4T,JO22,52.604,4.708,EA3IOT,JN11,41.646,2.375,1231.0,1,-25.0,True,63.650978544034295
7,2026-07-21,18,DL0PBS,JO33,53.479,6.958,DC5AL-R,JO31,51.438,6.958,227.0,4,-8.0,True,33.59174998991069
7,2026-07-21,18,DK2DB,JN48,48.938,8.458,PE1KHX,JO11,51.479,3.542,450.0,5,3.4,True,41.42640854772131
7,2026-07-21,18,ON2RON,JO21,51.104,4.375,DL3EL,JO40,50.146,8.625,318.0,1,-21.0,True,37.00449534869807
7,2026-07-21,18,G4UJS,IO82,52.896,-2.708,AIRSDR,JN45,45.812,9.458,1179.0,1,-20.0,True,62.047972835046416
7,2026-07-21,18,DF1GA,JO61,51.062,12.625,OE6ADD,JN77,47.021,15.292,490.0,5,-25.4,True,48.75783438544396
7,2026-07-21,18,AB4YY,FM08,38.479,-79.042,NY4Q,EM84,34.521,-83.958,622.0,1,-29.0,True,32.60763515665897
7,2026-07-21,18,EA6LA,JM19,39.604,2.708,VK4EMM,QG62,-27.271,152.958,16952.0,4,-21.75,True,49.904147798392096
7,2026-07-21,18,W9RAG,EN54,44.479,-89.042,AE5AU,EM34,34.688,-92.542,1129.0,2,-22.5,True,47.507795832995406
7,2026-07-21,18,DK9ES,JO31,51.479,6.958,PE0MJX,JO31,51.354,6.042,65.0,5,-1.2,True,29.017007763439572
7,2026-07-21,18,G6CKK,JO01,51.396,0.458,G6UZT,IO82,52.062,-2.208,198.0,1,-15.0,True,28.658774331197833
7,2026-07-21,18,WW0WWV,DN70,40.688,-104.958,N7LEM,DM78,38.938,-104.708,196.0,4,-24.0,True,17.9488000242051
7,2026-07-21,18,AB4YY,FM08,38.479,-79.042,KC2DAC,FN02,42.896,-78.458,494.0,2,-28.5,True,28.02240353539605
7,2026-07-21,18,KC2MDP,FN30,40.479,-73.042,WD4ELG,FM06,36.188,-79.875,763.0,1,-29.0,True,37.576400946022815
7,2026-07-21,18,SO2O,JO94,54.479,18.958,M9PSY-2,IO86,56.021,-3.375,1420.0,4,-14.0,True,64.07843679876304
7,2026-07-21,18,HB9ZIC,JN47,47.521,8.458,DC4HP-1,JO43,53.062,8.875,617.0,2,-15.5,True,49.09280148787175
7,2026-07-21,18,JR5JEU,PM63,33.771,132.708,JA7KBR,PM95,35.729,139.875,690.0,1,-27.0,True,76.38841538652565
7,2026-07-21,18,HB9T,JN36,46.479,6.958,DJ7KL,JN48,48.854,8.458,287.0,1,-21.0,True,38.04507071690739
7,2026-07-21,18,EA1LC,IN53,43.354,-8.458,DK8JP/1,JO31,51.438,6.542,1438.0,2,-18.0,True,61.72174190111879
7,2026-07-21,18,GX2PLX,JO02,52.479,0.958,DL1XH,JO43,53.938,8.958,557.0,4,4.5,True,43.53841131859991
7,2026-07-21,18,DF1GA,JO61,51.062,12.625,DL1XH,JO43,53.938,8.958,405.0,1,-28.0,True,41.81208346113612
7,2026-07-21,18,PA3AKP,JO22,52.146,4.458,DC7TO,JO62,52.438,13.375,607.0,7,-20.857142857142858,True,47.99133274896276
7,2026-07-21,18,SA7TOW,JO66,56.479,12.958,M0LTE,IO91,51.479,-0.958,1064.0,1,-9.0,True,59.767850013945335
7,2026-07-21,18,SA7RST,JO78,58.479,14.958,13HN1525,JO62,52.271,13.625,695.0,1,-17.0,True,52.79982428718046
7,2026-07-21,18,PE1HUD,JO32,52.146,6.208,OE9TAV,JN47,47.438,9.625,578.0,7,-21.285714285714285,True,47.42392655326556
7,2026-07-21,18,2E0FDM,IO81,51.479,-3.042,DL4XJ,JO42,52.562,9.708,880.0,1,-23.0,True,54.10935531036654
7,2026-07-21,18,DK2OH,JO42,52.312,9.708,HB9RYZ,JN47,47.021,8.542,594.0,2,-21.0,True,48.85540282267544
