band,date,hour_utc,tx_sign,tx_grid,tx_lat,tx_lon,rx_sign,rx_grid,rx_lat,rx_lon,distance_km,n_spots,avg_snr,worked,score
14,2026-07-20,6,G7GYP,IO82,52.021,-2.042,WI0K,DM79,39.771,-104.708,7382.000559443452,0,,False,12.005015012174056
14,2026-07-20,6,GI3VAF,IO74,54.646,-5.625,DL3ROB,JO62,52.396,12.958,1249.7889794517491,0,,False,77.79913315950998
14,2026-07-20,6,G4LCM,IO81,51.896,-2.042,KF8EEZ/0,EM79,39.729,-84.208,6161.80778956516,0,,False,22.308139343543722
14,2026-07-20,6,KO4VYS,EL88,28.146,-82.792,VK5WA/2,QG50,-29.771,151.125,14815.093038929324,0,,False,1.164029458397381
14,2026-07-20,6,VK6HQ,OF87,-32.104,116.042,GM4JRT,IO85,55.938,-3.208,14703.230685368564,0,,False,49.899337652892314
14,2026-07-20,6,PE0BKH,JO32,52.896,6.042,PD2BAS,JO22,52.229,5.125,96.65666891040416,0,,False,59.28344587983454
14,2026-07-20,6,KL7QN,BP51,61.104,-149.708,ZL1KFM,RF72,-37.396,175.125,11406.879802274483,0,,False,10.995841895042195
14,2026-07-20,6,G8NQO,IO81,51.479,-3.042,AC0G/S,EM38,38.938,-92.125,6675.650887255324,0,,False,16.31589490660394
14,2026-07-20,6,WA7EWC,DM69,39.479,-107.292,PE0MJX,JO31,51.354,6.042,8028.638156457615,0,,False,11.983353407467332
14,2026-07-20,6,PO1RAX,HQ71,71.479,-25.042,ON1AFF,JO21,51.104,4.542,2701.601259273563,0,,False,91.63849822747046
14,2026-07-20,6,N3JZD,NL90,20.479,98.958,I0UVN,JN61,41.479,13.125,8181.366623100827,0,,False,50.20356744472393
14,2026-07-20,6,171BDU,GO14,54.479,-57.042,DG1ELE,JO30,50.438,6.458,4177.886656572965,0,,False,67.28147992500722
14,2026-07-20,6,LY3AZ,KO25,55.479,24.958,DL/SV7FSF,JO62,52.521,13.375,824.124856730654,0,,False,72.96556190289216
14,2026-07-20,6,GJ8PVL,IN89,49.229,-2.042,KJ6EI/VE7,CN88,48.854,-123.542,7758.11483371374,0,,False,10.44043274834979
14,2026-07-20,6,PE0BKH,JO32,52.896,6.042,F5AHD,JN37,47.604,7.458,596.9620435483374,0,,False,66.96317032454799
14,2026-07-20,6,G7GYP,IO82,52.021,-2.042,KJ5BT,EM04,34.979,-99.375,7472.258657155734,0,,False,11.398721231705698
14,2026-07-20,6,R09EOI,QF00,-39.521,140.958,K6VZK,DM13,33.312,-116.875,13236.16842671393,0,,False,7.157065775442946
14,2026-07-20,6,G4GCI,IO90,50.854,-1.458,HP2DFA,FJ09,9.271,-79.792,8391.611750164182,0,,False,8.33975160319469
14,2026-07-20,6,ZL1BRT,RF71,-38.062,175.042,DK9LO,JO54,54.312,10.208,17873.885266650606,0,,False,49.97183987404167
14,2026-07-20,6,KN4USN,EM45,35.271,-90.042,PA0LSB,JO21,51.479,4.958,7333.787821627375,0,,False,15.526690626059331
14,2026-07-20,6,VA7BBG,CO65,55.438,-127.708,HP1COO,FJ08,8.562,-79.875,6677.70070813219,0,,False,4.738191176212398
14,2026-07-20,6,ON7OP,JO20,50.396,4.458,PE1KHX,JO11,51.479,3.542,136.45879791463295,0,,False,59.33784701795635
14,2026-07-20,6,SH6RJW,JO67,57.479,12.958,VE6PDQ,DO34,54.729,-113.042,6627.927478203406,0,,False,23.980960630976707
14,2026-07-20,6,2A7G,CC78,-61.521,-125.042,JA8XMC,QN03,43.021,141.542,14271.993855897534,0,,False,8.085730992412378
14,2026-07-20,6,SM7PNS,JO66,56.396,12.792,K3DFD,FN20,40.062,-75.042,6281.528242078611,0,,False,30.890015343914584
14,2026-07-20,6,N4RVE,CN88,48.562,-123.125,KR8MER,EN71,41.021,-84.042,3158.3008475453385,0,,False,53.04444659586738
14,2026-07-20,6,DL6OBU,JO43,53.479,8.958,KJ6MKI,CM88,38.354,-122.792,8803.177554119206,0,,False,9.636582781933994
14,2026-07-20,6,DK9ES,JO31,51.479,6.958,KQ6RS/6,DM12,32.979,-117.125,9157.059104973954,0,,False,8.095536151372412
14,2026-07-20,6,G4FBA,IO93,53.854,-1.042,W8EDU,EN91,41.521,-81.625,5847.405669075279,0,,False,27.599900449739543
14,2026-07-20,6,HB9FXK,JN37,47.188,7.625,DA1RGG,JO31,51.479,6.958,479.5732434298986,0,,False,65.16903953384676
14,2026-07-20,6,VE5MGM,DO62,52.479,-107.042,PD2BAS,JO22,52.229,5.125,6772.848022777292,0,,False,19.65254517462981
14,2026-07-20,6,VK4AGO,QG61,-28.521,152.958,KJ6EI/VE7,CN88,48.854,-123.542,11909.467047629456,0,,False,9.007764536598089
14,2026-07-20,6,OE7GMT,JN57,47.479,10.958,KG5YSK,EM26,36.146,-95.958,8226.476606494416,0,,False,13.502212944574774
14,2026-07-20,6,VF9NOX,JQ08,78.479,0.958,WA5SON,EM20,30.062,-95.792,6886.473450781798,0,,False,22.48484250081832
14,2026-07-20,6,BP2UCB,EM32,32.479,-93.042,DD1NK,JO31,51.146,6.875,7884.935928929411,0,,False,13.424227668695904
14,2026-07-20,6,1V7OWS,IM61,31.479,-7.042,PA0SLT/4,JO33,53.271,6.875,2668.35447192553,0,,False,92.80583434698329
14,2026-07-20,6,OO4OCG,QL39,29.479,146.958,SWL/HU1UB,JO21,51.562,4.792,10274.987367981916,0,,False,49.95289929806657
14,2026-07-20,6,CS5WB,IM68,38.479,-7.042,EA1IOW,IN83,43.396,-3.458,623.995253762071,0,,False,61.71514469318622
14,2026-07-20,6,AC9QY,EN52,42.479,-89.042,K4NE,FM08,38.396,-78.958,965.7604867258948,0,,False,30.49874002811955
14,2026-07-20,6,AC6NN,FM18,38.854,-77.292,W3USR-1,FN21,41.396,-75.625,316.18542969218163,0,,False,20.103189558123354
14,2026-07-20,6,081KXX,IL22,22.479,-15.042,SP5DQZ,KO02,52.188,21.208,4518.08656873704,0,,False,73.36673742080477
14,2026-07-20,6,OI0MJF,PO10,50.479,122.958,LA3FY/2,JP40,60.396,8.458,6370.792632350518,0,,False,54.970142272921926
14,2026-07-20,6,BL2JMH,BH95,-14.521,-141.042,PA3FNT/SDR,JO22,52.729,5.792,14861.327760740864,0,,False,0.7867745659269053
14,2026-07-20,6,AF5CX,DM64,34.479,-107.042,K6VZK,DM13,33.312,-116.875,916.4163139232028,0,,False,28.421533020175442
14,2026-07-20,6,AE5HO,EM13,33.021,-97.042,AC0G,EM38,38.938,-92.125,792.5585220675306,0,,False,26.24098203550458
14,2026-07-20,6,OH6CR,KP12,62.479,22.958,KN4RQD,FM18,38.479,-77.042,6752.296529144785,0,,False,32.44219794778625
14,2026-07-20,6,K1FQY,NR23,83.479,84.958,R4ABX,LN28,48.646,44.375,4070.222713474447,0,,False,86.9059665385447
14,2026-07-20,6,0H6GON,RP91,61.479,178.958,SA6BSS/HL,JO68,58.104,13.542,6658.351535584382,0,,False,53.24703178514143
14,2026-07-20,6,SM7PNS,JO66,56.396,12.792,N7QXB,DN40,40.688,-111.792,8034.386638406326,0,,False,14.664133143568742
14,2026-07-20,6,NK0Z,EM18,38.479,-97.042,SM4JST/RX1,JO79,59.729,14.875,7454.494779211216,0,,False,20.23829538492709
14,2026-07-20,6,VK5ZFJ,PF95,-34.604,138.708,DK5HH/8,JO43,53.062,8.792,15619.721936453774,0,,False,49.971512386920175
14,2026-07-20,6,G4USI/W,IO81,51.021,-3.292,KC8QDR,EN91,41.312,-80.958,5794.5918737138245,0,,False,26.588554819665415
14,2026-07-20,6,KC8PVB,EM89,39.479,-83.042,ND7M,DM16,36.229,-116.042,2903.4049112693124,0,,False,52.02321218162302
14,2026-07-20,6,IZ2FER,JN45,45.396,9.208,DG7SFI-2,JO54,54.146,10.375,976.521991118167,0,,False,74.2264214581169
14,2026-07-20,6,K7DB,DN17,47.688,-117.375,K9CZI,CN83,43.938,-122.958,600.6222714117359,0,,False,27.295787522830533
14,2026-07-20,6,WG4S,EM83,33.479,-83.042,K9AN,EN50,40.104,-88.125,864.2269769904597,0,,False,27.793972696082736
14,2026-07-20,6,2E0FDM,IO81,51.479,-3.042,PA5KT-15,JO11,51.479,3.875,478.8404328275887,0,,False,63.32328498835764
14,2026-07-20,6,KI6DS,RP91,61.479,178.958,7L4IOU2,PM95,35.729,139.875,3949.088723623308,0,,False,85.79646870905532
14,2026-07-20,6,000AAI,BR57,87.479,-149.042,DL4ZBE,JO40,50.021,8.125,4704.863151894726,0,,False,53.1644194416254
14,2026-07-20,6,IK6ZEW,JN72,42.438,14.208,VK6QA,QH22,-17.396,145.958,14691.147094009151,0,,False,49.98456446007993
14,2026-07-20,6,IZ5MJO,JN53,43.479,10.958,W6LPM/6,CM97,37.271,-121.958,9857.78805401037,0,,False,7.023539121096577
14,2026-07-20,6,KF7RCM,DM43,33.479,-111.042,EA3IOT,JN11,41.646,2.375,9248.442746245912,0,,False,6.162122959015722
14,2026-07-20,6,VE3SAO,EN58,48.438,-89.208,AC0G,EM38,38.938,-92.125,1081.8563367028028,0,,False,33.33869483188757
14,2026-07-20,6,5F7WAF,JK60,10.479,12.958,HP2DFA,FJ09,9.271,-79.792,10117.517399641318,0,,False,5.300586059103543
14,2026-07-20,6,AA6CZ,CM99,39.354,-120.208,OH3LMN/KIWI,KP11,61.521,23.875,8339.93786573865,0,,False,16.580541513464606
14,2026-07-20,6,G8KOE,IO81,51.188,-3.042,HZ1SF,LL34,24.688,46.625,5120.449316284983,0,,False,67.67578641746613
14,2026-07-20,6,VK2EAM,QF68,-31.104,152.792,KF6ZEO,CM87,37.729,-122.458,11644.705357574763,0,,False,6.865509138197355
14,2026-07-20,6,1V7HAT,HA95,-84.521,-21.042,N7VVX,DN40,40.938,-111.875,14543.25574475057,0,,False,0.09569062353390863
14,2026-07-20,6,SK7CY,JO66,56.104,12.708,ZS1Q,KF16,-33.979,22.458,10059.329603855453,0,,False,46.46294019597765
14,2026-07-20,6,KC8PVB,EM89,39.479,-83.042,KD9NYE,EN50,40.729,-89.625,576.723690213687,0,,False,23.595187739830592
14,2026-07-20,6,VE3PSE,EN96,46.479,-81.042,ALLURA,JO90,50.562,19.375,6811.141077149843,0,,False,28.340227829705032
14,2026-07-20,6,WB4HIR,EM96,36.479,-81.042,KA4PKB/0,EN41,41.229,-91.125,1019.4291550707902,0,,False,30.983095392476034
14,2026-07-20,6,MM6VTS,IO87,57.521,-2.042,KD5QLM,EM13,33.062,-97.042,7239.092178789728,0,,False,13.500261329453975
14,2026-07-20,6,1D7HJZ,IA64,-85.521,-7.042,VE6KP,DO32,52.771,-113.125,15988.974214235008,0,,False,0.18794188014827284
14,2026-07-20,6,KC1LED,FN54,44.479,-69.042,OK2IP,JN89,49.229,16.375,6160.156640036711,0,,False,34.416006978161626
14,2026-07-20,6,HB9TCS,JN36,46.938,7.458,DL6OW-WTM,JO33,53.604,7.708,741.437019408856,0,,False,69.60241554731303
14,2026-07-20,6,K1CSF,FN34,44.646,-72.542,G7KZA,IO92,52.479,-1.042,5113.307730595756,0,,False,40.80550954770308
14,2026-07-20,6,KC4LPD,HJ62,2.479,-27.042,N3AGE-4,FN30,40.938,-73.375,6301.539133284305,0,,False,8.479818462317542
14,2026-07-20,6,KH6LOL,BL10,20.479,-157.042,WA1RAJ,FN42,42.812,-71.708,8108.58110758212,0,,False,1.8637254536167234
14,2026-07-20,6,IZ5MMH,JN53,43.479,10.958,K8NVH-K0,EN82,42.521,-83.042,7191.5796298306495,0,,False,19.6648812831202
14,2026-07-20,6,1Q7UDB,HL65,25.479,-27.042,WB7ABP,CM88,38.438,-122.792,8746.884060929191,0,,False,1.7944344183071146
14,2026-07-20,6,KF4JU,EL87,27.812,-82.708,KG5YSK,EM26,36.146,-95.958,1553.2816011041834,0,,False,39.19783717616087
14,2026-07-20,6,G4BAV,JO02,52.104,1.208,KI4FBL,EM88,38.438,-82.708,6361.426406879122,0,,False,21.842074419187384
14,2026-07-20,6,ZS6GL,KG33,-26.104,27.958,DJ2MG,JN48,48.812,9.125,8538.299963174557,0,,False,46.9154709751516
14,2026-07-20,6,K7FZO,CN97,47.479,-121.708,KQ2Y,FN31,41.562,-73.458,3818.4064732497945,0,,False,45.54419190705883
14,2026-07-20,6,ZS6MDX,KG33,-26.062,27.875,NE14ABJ,IO94,54.688,-1.042,9394.967834175932,0,,False,45.397658389708354
14,2026-07-20,6,K3RWR,FM18,38.354,-76.625,G7KZA,IO92,52.479,-1.042,5819.1995480711,0,,False,27.79108963586012
14,2026-07-20,6,LI4CSY,BE05,-44.521,-159.042,KD9KHZ,EN53,43.021,-88.125,12001.98417507921,0,,False,0.17813114813841183
14,2026-07-20,6,VK3AG,QG61,-28.521,152.958,SM4GTV,JP70,60.146,14.958,15307.033693980664,0,,False,49.98977449137671
14,2026-07-20,6,G6CKK,JO01,51.396,0.458,TRCNET,KP13,63.812,23.125,1911.1372125754576,0,,False,90.30505420249217
14,2026-07-20,6,KC2MDP,FN30,40.479,-73.042,K0ESQ,BP51,61.562,-149.292,5441.182035516994,0,,False,22.33570234934473
14,2026-07-20,6,KN6QZY,CM87,37.396,-122.208,W4ZW,EM96,36.271,-81.625,3585.87961193626,0,,False,46.7714024372604
14,2026-07-20,6,SP9PWS,KN09,49.479,20.958,WC2L,FN32,42.771,-73.875,6846.715687474949,0,,False,29.86983880455761
14,2026-07-20,6,VE3PSE,EN96,46.479,-81.042,AE6RQ,CM97,37.229,-121.875,3491.514252950021,0,,False,49.065875583047166
14,2026-07-20,6,PG2A,JO21,51.896,4.375,WY6Y,EM15,35.604,-97.542,7698.772810672742,0,,False,13.057671377076685
14,2026-07-20,6,KA3SKN,FM18,38.979,-77.125,SWLDM63ID,DM63,33.146,-107.292,2774.411531577829,0,,False,51.77899322360624
14,2026-07-20,6,HB9BAX,JN36,46.104,7.208,K6VZK,DM13,33.312,-116.875,9554.541503848524,0,,False,6.921747957453434
14,2026-07-20,6,KK7SB,DN40,40.604,-111.792,G4LEN,IO81,51.812,-2.292,7696.393408376868,0,,False,10.406628748973674
14,2026-07-20,6,VK2EAM,QF68,-31.104,152.792,DD5XX,JN48,48.771,9.292,16386.55377745939,0,,False,49.97873055824928
14,2026-07-20,6,W6LPM,CM97,37.271,-121.958,VK7EKA,QE38,-41.104,146.875,12701.38317823912,0,,False,7.181402978609467
14,2026-07-20,6,I1RFQ,JN35,45.479,6.958,BM4AIK/7,PL02,22.604,120.292,9895.069806475927,0,,False,49.94913110042238
14,2026-07-20,6,021QVP,IP02,62.479,-19.042,AK6RI-1,CM87,37.354,-122.042,6994.803888479385,0,,False,10.805839994338712
14,2026-07-20,6,OH6CR,KP12,62.479,22.958,M0LTE,IO91,51.479,-0.958,1876.8912740301444,0,,False,89.70977943114498
14,2026-07-20,6,W4SSC,FM18,38.938,-77.375,UR4URQ,KO40,50.854,29.542,7766.657349369544,0,,False,28.983019719170017
14,2026-07-20,6,SM7WDL,JO76,56.479,14.958,VE6FT,DO24,54.021,-115.125,6920.979192789493,0,,False,21.94460102016924
14,2026-07-20,6,N6DNU,CN80,40.479,-123.042,ZS3Y,KG01,-28.521,21.792,16557.577384077555,0,,False,1.0877702418195416
14,2026-07-20,6,G7SYO,IO90,50.729,-1.708,HB9TCS,JN36,46.938,7.458,791.4826992466747,0,,False,69.13009682121293
14,2026-07-20,6,M1AQY,IO95,55.479,-1.042,JH4GLG,PM64,34.562,133.625,9116.975382110557,0,,False,49.93874882149837
14,2026-07-20,6,117ICK,IJ08,8.479,-19.042,ON5HB,JO21,51.104,5.208,5234.836680469557,0,,False,53.43241176177692
14,2026-07-20,6,LA9RKA/D,JP65,65.896,13.792,N0LUF,DM78,38.771,-104.708,7248.331402280712,0,,False,20.7664848971993
14,2026-07-20,6,PA3AQR,JO20,50.938,5.958,KK7IXU,CN88,48.604,-122.875,7924.399528341337,0,,False,12.097848257935608
14,2026-07-20,6,DK1IZ,JO43,53.771,9.458,K3GMQ,FN20,40.312,-75.042,6181.691381636969,0,,False,29.662605975014504
14,2026-07-20,6,AE0GQ,DM79,39.646,-104.792,KD7EFG-1,DN31,41.604,-112.292,669.0894320971539,0,,False,25.399716789692693
14,2026-07-20,6,BP2UCB,EM32,32.479,-93.042,VK4XDB,QG62,-27.562,152.792,13753.139825457589,0,,False,1.9451141771076292
14,2026-07-20,6,NK0Z,EM18,38.479,-97.042,PE1RZM,JO33,53.312,6.958,7484.044826657492,0,,False,15.596309447620948
14,2026-07-20,6,G8BIS,JO00,50.979,0.958,PA1JMS,JO21,51.979,4.208,251.0083766389636,0,,False,60.551503300647035
14,2026-07-20,6,KC3SDJ,EN90,40.521,-80.208,DA1RGG,JO31,51.479,6.958,6435.611644351039,0,,False,24.507376976290804
14,2026-07-20,6,ZL1BRT,RF71,-38.062,175.042,M9PSY-2,IO86,56.021,-3.375,18014.669999030943,0,,False,49.97950753852021
14,2026-07-20,6,SM4JST,JO79,59.479,14.958,N8HKU,EN82,42.188,-83.625,6505.962363753925,0,,False,29.06332863300066
14,2026-07-20,6,LA9UI,JP99,69.479,18.958,PA5BS,JO21,51.938,4.542,2089.52611025469,0,,False,92.48827671285277
14,2026-07-20,6,CS5WB,IM68,38.479,-7.042,VA3ROM,EN58,48.438,-89.208,6400.767412082798,0,,False,16.46590878807986
14,2026-07-20,6,K7FZO,CN97,47.479,-121.708,N2KPQ,EM94,34.938,-80.625,3657.251838802497,0,,False,46.83459773339862
14,2026-07-20,6,VE5MGM,DO62,52.479,-107.042,WC2L,FN32,42.771,-73.875,2679.707403770749,0,,False,55.1668975528035
14,2026-07-20,6,N0UDM,DM78,38.479,-105.042,PA5BS,JO21,51.938,4.542,7877.532445197732,0,,False,12.132970221074375
14,2026-07-20,6,KS1WKV,MB28,-71.521,64.958,PA0SLT/J,JO21,51.604,4.792,14477.02904274292,0,,False,48.16528306619677
14,2026-07-20,6,VK2JPB,QF59,-30.521,151.625,ON8EC,JO20,50.938,4.542,16480.73659884748,0,,False,49.979296528373915
14,2026-07-20,6,N72YNG,MN82,42.479,76.958,K0ESQ,BP51,61.562,-149.292,7722.918172564059,0,,False,49.18400959977093
14,2026-07-20,6,OE9AZH,JN47,47.229,9.625,SQ3H,JO82,52.688,16.875,797.6042170423511,0,,False,71.72145816483417
14,2026-07-20,6,IW2DWN,JN46,46.479,8.958,G0BZB-SWL,IO84,54.979,-2.458,1237.407732175355,0,,False,77.32986886217867
14,2026-07-20,6,OE1ELW,JN66,46.604,13.458,W5GFI,EM26,36.646,-95.125,8344.811209048697,0,,False,14.277561253735115
14,2026-07-20,6,ML6SDY,AO67,57.479,-167.042,KQ4DTX,EM78,38.104,-84.542,6100.394734369777,0,,False,15.45224368838998
14,2026-07-20,6,075GAH,OE53,-46.521,110.958,WA3TTS,EN90,40.562,-80.042,18909.924542726643,0,,False,5.438840341776757
14,2026-07-20,6,FP9FSN,IP88,68.479,-3.042,VK7PLT,QE37,-42.854,147.375,16686.399720200836,0,,False,49.97515000122215
14,2026-07-20,6,LA1ITS,JO59,59.979,11.042,DL1BAJ,JO43,53.646,8.042,727.2953371155301,0,,False,69.82243448611548
14,2026-07-20,6,VE4DS,EN19,49.979,-96.958,PA3HEA,JO22,52.062,4.542,6485.053528520363,0,,False,22.322075888553172
14,2026-07-20,6,W0ICH,DN70,40.146,-105.125,K9DZT,EN52,42.979,-88.125,1446.337863782747,0,,False,39.12491986082102
14,2026-07-20,6,EA3ABN,JN11,41.479,2.958,VE3OWV,FN15,45.438,-76.208,6137.847938311977,0,,False,24.883978093429327
14,2026-07-20,6,G7UJY,IO93,53.479,-1.042,SM2LTA,JP94,64.812,18.042,1651.7030177352806,0,,False,85.84862729099963
14,2026-07-20,6,BL2JMH,BH95,-14.521,-141.042,KG6NFJ,EM79,39.646,-84.125,8418.094204309562,0,,False,0.4402129139845641
14,2026-07-20,6,117ICK,IJ08,8.479,-19.042,W3MLM,DN70,40.562,-105.042,9059.256218911554,0,,False,1.6774379523803673
14,2026-07-20,6,W1BCL,FN42,42.604,-71.375,KJ6MKI,CM88,38.354,-122.792,4307.44413587913,0,,False,36.12651013298334
14,2026-07-20,6,NT8B,FM18,38.479,-77.042,VK3CMZ,QF13,-36.979,143.958,16435.399759965858,0,,False,1.325003366411193
14,2026-07-20,6,NH6EV,BL10,20.896,-156.292,VO1CBL,GN37,47.562,-53.542,9214.875580836007,0,,False,1.6107011215620317
14,2026-07-20,6,OK2NMA,JN89,49.146,16.042,VE3GXD,FN24,44.479,-75.042,6515.157780582055,0,,False,29.623607973387305
14,2026-07-20,6,VK6KLI,OF77,-32.062,115.958,PA3FNT/SDR,JO22,52.729,5.792,14102.167497940134,0,,False,49.92753282814733
14,2026-07-20,6,SM4GTV,JP70,60.146,14.958,SWL-TALO,JN35,45.104,7.542,1743.2844226721995,0,,False,87.81296116840902
14,2026-07-20,6,M0JLJ,JO01,51.479,0.958,K9CZI,CN83,43.938,-122.958,8115.445686780955,0,,False,9.761368081165744
14,2026-07-20,6,0K1FKU,IO84,54.479,-3.042,W3USR-1,FN21,41.396,-75.625,5341.399531099273,0,,False,35.27554692787265
14,2026-07-20,6,DK7MI,JN67,47.771,12.292,EI7HZB,IO65,55.062,-7.542,1588.3814363041229,0,,False,83.22150482983211
14,2026-07-20,6,KR4DBJ,EM56,36.354,-88.875,KC2G,FN21,41.021,-74.125,1379.1621586244212,0,,False,37.5916623414566
14,2026-07-20,6,YO6FNF,KN25,45.604,25.708,DK5HH/8,JO43,53.062,8.792,1474.1699122246348,0,,False,84.39353906412393
14,2026-07-20,6,KM4BWW,EM60,30.396,-86.792,DL3ROB,JO62,52.396,12.958,7987.901179365872,0,,False,16.7957612575573
14,2026-07-20,6,G7KIA,IO93,53.812,-1.625,G0IFI,IO81,51.146,-3.042,311.5746414351407,0,,False,59.93320563050152
14,2026-07-20,6,K5XL,EM12,32.646,-97.125,N6GN5,DN70,40.479,-105.042,1120.8245966260172,0,,False,32.23175190943645
14,2026-07-20,6,171BDU,GO14,54.479,-57.042,G6MC/K,IO94,54.062,-1.625,3504.019413895417,0,,False,75.91580948587062
14,2026-07-20,6,HB9ITF,JN47,47.479,8.958,K0ESQ,BP51,61.562,-149.292,7735.188282078167,0,,False,12.745335645987268
14,2026-07-20,6,BP2UCB,EM32,32.479,-93.042,EA8BFK,IL38,28.604,-13.875,7411.573044403039,0,,False,5.176390194617365
14,2026-07-20,6,SM6YPE,JO67,57.479,12.958,VE4FEB,EN19,49.896,-97.042,6475.014841855334,0,,False,26.780856810288263
14,2026-07-20,6,KK0JS,EM28,38.979,-94.875,DA1RGG,JO31,51.479,6.958,7435.285189145216,0,,False,15.798358342685862
14,2026-07-20,6,QA4VGB,NQ14,74.479,82.958,K5KHK,FN13,43.104,-77.708,6860.994966345304,0,,False,47.76252742960898
14,2026-07-20,6,AC9QY,EN52,42.479,-89.042,KFS/SE,CM87,37.396,-122.375,2878.218820993143,0,,False,52.675327319881596
14,2026-07-20,6,VE6OG,DO33,53.479,-113.042,K7LEN,DN17,47.354,-116.875,732.9505743645149,0,,False,31.334817777183545
14,2026-07-20,6,HB9T,JN36,46.479,6.958,N0HAQ,OL62,22.354,113.625,9413.39094480966,0,,False,49.946967281849524
14,2026-07-20,6,VK6HQ,OF87,-32.104,116.042,KC1ZWW,FN31,41.479,-73.042,18697.27621449142,0,,False,4.322519112531316
14,2026-07-20,6,KK6PXP,CM87,37.812,-122.208,N3CHX,FM06,36.021,-79.958,3729.2802314035375,0,,False,44.86264129882691
14,2026-07-20,6,VE4GIL,EN19,49.812,-97.125,K1TE,FN41,41.479,-71.042,2214.30862896169,0,,False,51.76681356173116
14,2026-07-20,6,JA5OPR,PM73,33.688,134.375,N2EPE,FN13,43.062,-77.542,10884.99844110146,0,,False,12.408391796333522
14,2026-07-20,6,N1GBE,FN31,41.479,-73.042,DF8OE,JO42,52.729,8.792,5975.016532849864,0,,False,31.96705577427653
14,2026-07-20,6,M8GWF,IO81,51.479,-3.042,LA6IMA,JP32,62.812,6.875,1391.2977507540077,0,,False,80.01898789206132
14,2026-07-20,6,KB4W,EM96,36.479,-81.042,G0TCD,IO91,51.979,-0.208,6318.221361254441,0,,False,21.48861839020877
14,2026-07-20,6,G8KOE,IO81,51.188,-3.042,VE3IIM,EN94,44.146,-81.042,5614.199743422244,0,,False,29.812289417161374
14,2026-07-20,6,WA6ATI,DM14,34.062,-117.875,HZ1SF,LL34,24.688,46.625,13280.285822910262,0,,False,10.528358903907433
14,2026-07-20,6,GI4LGP,IO74,54.604,-5.875,SM4JST/RX1,JO79,59.729,14.875,1367.1803828492957,0,,False,80.20686810972907
14,2026-07-20,6,DF1GA,JO61,51.062,12.625,DD0MS,JN49,49.062,8.042,395.4628213774659,0,,False,64.55228415511431
14,2026-07-20,6,DK7MI,JN67,47.771,12.292,G8ORM,IO93,53.854,-1.792,1195.2673324960062,0,,False,77.12450759583363
14,2026-07-20,6,PA5BS,JO21,51.938,4.542,NC6X,CM87,37.729,-122.375,8796.713785012476,0,,False,8.387643525191375
14,2026-07-20,6,DB2OM,JO52,52.021,10.125,DG9FEH,JO40,50.271,8.792,215.65725558074828,0,,False,61.745921130062456
14,2026-07-20,6,VK7CMV,QE29,-40.854,145.208,AC0G,EM38,38.938,-92.125,15208.637051357213,0,,False,2.259472274432174
14,2026-07-20,6,EI8ETB,IO51,51.479,-9.042,DL0MZ,JN49,49.896,8.042,1213.473387811759,0,,False,75.71234985091078
14,2026-07-20,6,VK2OS,QF44,-35.521,148.958,K0BHB-2,EN34,44.896,-93.292,14758.848759570692,0,,False,2.5477365922884188
14,2026-07-20,6,G8LIK,IO93,53.479,-1.042,DK5HH/8,JO43,53.062,8.792,655.0668631454357,0,,False,67.30951312043081
14,2026-07-20,6,WD4LHT,EL89,29.646,-82.375,N0SYU,OL62,22.021,113.125,14035.34644842612,0,,False,14.811343713220074
14,2026-07-20,6,WB4JPG,EM71,31.229,-85.458,WB6CXC/7,CN88,48.562,-123.125,3693.129173141543,0,,False,46.0832493275747
14,2026-07-20,6,PA9MD,JO21,51.479,4.958,KG5ABO,EM12,32.646,-97.375,7999.167623862625,0,,False,11.889709761415403
14,2026-07-20,6,FQ7/LQ0BRU,JN39,49.562,6.875,SP5FLS/1,KO02,52.104,21.042,1032.401808612732,0,,False,76.00922123845717
14,2026-07-20,6,EA6ANX,JM19,39.521,2.542,LU5HBX,FF78,-31.396,-64.208,10464.054690285277,0,,False,5.198949991248997
14,2026-07-20,6,N3RDX,FM18,38.854,-76.958,SWL-TALO,JN35,45.104,7.542,6693.143411599772,0,,False,21.685025596529428
14,2026-07-20,6,G8KOE,IO81,51.188,-3.042,W4BLD,EL98,28.938,-81.458,6765.664311939004,0,,False,15.381031712099563
14,2026-07-20,6,E77BW,JN83,43.604,17.542,N8BTR,EN55,45.188,-88.125,7719.593310737943,0,,False,20.176973042847752
14,2026-07-20,6,VA7RTL,CN89,49.479,-123.042,W7WKR-2,CN98,48.354,-120.708,211.49353907073555,0,,False,23.323162119380978
14,2026-07-20,6,2E0PGS,IO82,52.188,-2.208,N7BUI,CN84,44.312,-123.292,7895.99853559555,0,,False,9.792872705428952
14,2026-07-20,6,VE6EGN,DO23,53.188,-114.625,TRCNET,KP13,63.812,23.125,6503.505408819945,0,,False,28.762308739374753
14,2026-07-20,6,PA1OSF,JO22,52.021,4.292,PH5HP,JO23,53.229,5.875,171.6295699750353,0,,False,60.167308003822086
14,2026-07-20,6,DG4NAA,JN59,49.479,10.958,WB7ABP,CM88,38.438,-122.792,9237.02047750729,0,,False,8.75811356888708
14,2026-07-20,6,YO6KXQ,KN25,45.646,25.625,KG6NFJ,EM79,39.646,-84.125,8237.143226248481,0,,False,23.06971018019855
